trabajador_id,nombre,fecha_nacimiento,pasaporte,nombre_compania,codigo_compania,licencia_actual_id,vuelo_id,rol
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,17,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17,48,Piloto
0,Jessica Harvey,08-04-1996,L89163667,ALITALIA,AZI,37,46,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,51,43,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,15,41,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,,1,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,ETHOPIAN AIRLINES,ETA,,109,Paramedico
54,Gene Obrien,02-07-1999,Q49180524,KALITTA AIR,KAI,0,75,Piloto
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,,9,Tripulante de Cabina
54,Gene Obrien,02-07-1999,Q49180524,LATAM INTER,LAT,0,49,Piloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,53,Piloto
31,Linda Warren,13-03-1975,L01109034,LAW,LAW,50,10,Piloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17,98,Piloto
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,,139,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,45,142,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,129,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,133,Piloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,45,0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17,111,Piloto
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,,140,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,,70,Tripulante de Cabina
31,Linda Warren,13-03-1975,L01109034,AEROVIAS DAP (centro/norte),ADC,50,10,Piloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48,129,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,35,Copiloto
14,Ronnie Macias,12-02-1988,J06543685,EASTERN AIRLINES,EAL,,121,Tripulante de Cabina
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,22,32,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,45,6,Copiloto
32,Darrell Henderson,14-03-1975,I87476188,QANTAS,QAF,,144,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,,69,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,,74,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48,17,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36,128,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,46,46,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,15,142,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,,99,Tripulante de Cabina
55,Rachael Vasquez,31-10-1998,U79474626,,,,,
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48,4,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,41,50,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47,127,Copiloto
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,,139,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,,69,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,,90,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,41,109,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,,138,Tripulante de Cabina
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,,83,Tripulante de Cabina
17,Laura Ward,23-01-1981,I74549867,ETHOPIAN AIRLINES,ETA,28,41,Piloto
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,,108,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,41,108,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,31,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,142,Piloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,103,Copiloto
11,David Tran,07-08-1975,B62958600,LATAM INTER,LAT,,11,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,101,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,,109,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,74,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48,108,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,109,Piloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,95,Piloto
47,Michael Compton,07-01-1980,T63857772,ETHOPIAN AIRLINES,ETA,,77,Paramedico
38,Gabriel Palmer,18-08-1981,O88716397,UNITED,UAN,40,64,Piloto
45,Jill Haas,10-04-1986,U50608611,MARTINAIR HOLLAND,MPH,,74,Paramedico
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,,29,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,,139,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,,39,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,99,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,126,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,,94,Tripulante de Cabina
15,Matthew Walsh,20-09-1993,S26547035,EASTERN AIRLINES,EAL,12,24,Piloto
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,,122,Paramedico
34,Ronald Monroe,12-09-1984,C02131672,OCEANAIR,COG,41,121,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,41,42,Piloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17,3,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,2,6,Piloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51,53,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,,137,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,2,73,Piloto
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,,87,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17,52,Copiloto
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,,119,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM DOMESTICO,LUD,,119,Tripulante de Cabina
0,Jessica Harvey,08-04-1996,L89163667,NO_COMPANY,NCY,37,19,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,15,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,119,Copiloto
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,,96,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48,51,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,65,Piloto
45,Jill Haas,10-04-1986,U50608611,MARTINAIR HOLLAND,MPH,,92,Paramedico
41,Jeffrey Roberts,02-12-1971,G16561693,ETHOPIAN AIRLINES,ETA,19,20,Piloto
9,John Ross,16-03-1979,F40422038,UNITED,UAN,29,31,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15,56,Piloto
30,Daniel Callahan,13-09-1987,X88103341,LATAM DOMESTICO,LUD,,143,Paramedico
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,15,55,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48,9,Copiloto
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,,53,Paramedico
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15,110,Piloto
50,Adam Herrera,04-12-1976,Y37241205,UNITED,UAN,,68,Paramedico
37,Joe Cabrera,13-08-1994,O98651462,KOREAN AIR,KEA,25,7,Piloto
53,Patricia Alvarado,01-08-1983,P27318304,BRITISH,BTA,,61,Paramedico
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17,13,Piloto
50,Adam Herrera,04-12-1976,Y37241205,LAW,LAW,,68,Paramedico
38,Gabriel Palmer,18-08-1981,O88716397,LATAM DOMESTICO,LUD,40,121,Piloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,22,84,Copiloto
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,,29,Tripulante de Cabina
31,Linda Warren,13-03-1975,L01109034,LAW,LAW,50,37,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,22,43,Piloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,80,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,117,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,52,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,41,42,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,46,77,Copiloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36,38,Copiloto
42,Deborah Martinez,03-02-1987,G18065401,KALITTA AIR,KAI,,115,Tripulante de Cabina
31,Linda Warren,13-03-1975,L01109034,NO_COMPANY,NCY,50,17,Copiloto
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,,82,Paramedico
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17,31,Piloto
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,,82,Paramedico
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,74,Piloto
38,Gabriel Palmer,18-08-1981,O88716397,EASTERN AIRLINES,EAL,40,64,Piloto
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,,11,Tripulante de Cabina
17,Laura Ward,23-01-1981,I74549867,MARTINAIR HOLLAND,MPH,28,118,Piloto
27,Steven Hernandez,18-11-1997,Z48029074,NO_COMPANY,NCY,,40,Paramedico
31,Linda Warren,13-03-1975,L01109034,NO_COMPANY,NCY,50,18,Copiloto
31,Linda Warren,13-03-1975,L01109034,LAW,LAW,50,16,Copiloto
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,,140,Paramedico
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,,2,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,,8,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,2,50,Copiloto
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,,25,Paramedico
53,Patricia Alvarado,01-08-1983,P27318304,AEROVIAS DAP (centro/norte),ADC,,133,Paramedico
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45,120,Piloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48,99,Copiloto
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,,18,Paramedico
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,17,98,Piloto
32,Darrell Henderson,14-03-1975,I87476188,LATAM CARGO,UCA,,79,Paramedico
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49,22,Piloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,41,73,Piloto
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,,148,Paramedico
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51,140,Piloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,2,6,Piloto
31,Linda Warren,13-03-1975,L01109034,LAW,LAW,50,23,Piloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,81,Piloto
31,Linda Warren,13-03-1975,L01109034,NO_COMPANY,NCY,50,26,Copiloto
48,Alex Walsh,12-12-1985,W59287703,LAW,LAW,,101,Tripulante de Cabina
54,Gene Obrien,02-07-1999,Q49180524,LATAM INTER,LAT,0,113,Copiloto
26,Elizabeth Jordan,16-09-1974,S70038299,MARTINAIR HOLLAND,MPH,,35,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,15,64,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48,74,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36,72,Piloto
41,Jeffrey Roberts,02-12-1971,G16561693,IBERIA,IBE,19,34,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45,64,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,,115,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,,136,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,55,Piloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,53,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,,108,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,107,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45,76,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,,59,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,,59,Tripulante de Cabina
41,Jeffrey Roberts,02-12-1971,G16561693,IBERIA,IBE,19,102,Piloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,131,Piloto
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,,128,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,15,107,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48,140,Copiloto
30,Daniel Callahan,13-09-1987,X88103341,LATAM ECUADOR,XLE,,135,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,,36,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,,101,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,,38,Tripulante de Cabina
0,Jessica Harvey,08-04-1996,L89163667,NO_COMPANY,NCY,37,23,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,,139,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,45,45,Piloto
17,Laura Ward,23-01-1981,I74549867,OCEANAIR,COG,28,36,Piloto
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,,100,Paramedico
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,48,Piloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,123,Copiloto
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,,80,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,100,Copiloto
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,,14,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,15,119,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17,1,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,6,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,41,102,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15,6,Copiloto
39,Patricia Norris,08-12-1974,Y69764268,QANTAS,QAF,,106,Tripulante de Cabina
0,Jessica Harvey,08-04-1996,L89163667,ALITALIA,AZI,37,59,Piloto
3,Linda Paul,12-01-1983,L91489362,,,32,,
7,Curtis Gutierrez,14-03-1974,Q46419538,AEROVIAS DAP (centro/norte),ADC,7,54,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,140,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,KALITTA AIR,KAI,7,51,Copiloto
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,,80,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,OCEANAIR,COG,25,2,Copiloto
41,Jeffrey Roberts,02-12-1971,G16561693,LATAM DOMESTICO,LUD,19,10,Copiloto
31,Linda Warren,13-03-1975,L01109034,LATAM ECUADOR,XLE,50,39,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,41,50,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,LATAM INTER,LAT,25,91,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47,144,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,,2,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,,76,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17,17,Piloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48,74,Piloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22,61,Piloto
38,Gabriel Palmer,18-08-1981,O88716397,EASTERN AIRLINES,EAL,31,5,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,1,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,EASTERN AIRLINES,EAL,46,24,Piloto
23,Latasha Nelson,09-05-1986,V51246373,LACSA,LRC,49,22,Piloto
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,,22,Paramedico
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,,68,Paramedico
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,,19,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,,140,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,,0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,,7,Paramedico
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,,132,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LAW,LAW,,67,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45,6,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48,39,Piloto
37,Joe Cabrera,13-08-1994,O98651462,BRITISH,BTA,25,67,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,111,Piloto
43,Rebecca Valenzuela,18-08-1971,G17571521,AEROVIAS DAP (centro/norte),ADC,,103,Paramedico
15,Matthew Walsh,20-09-1993,S26547035,EASTERN AIRLINES,EAL,46,88,Piloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17,66,Piloto
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,2,6,Piloto
37,Joe Cabrera,13-08-1994,O98651462,LAW,LAW,25,82,Piloto
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,,136,Tripulante de Cabina
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22,43,Piloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,142,Piloto
41,Jeffrey Roberts,02-12-1971,G16561693,IBERIA,IBE,19,104,Copiloto
14,Ronnie Macias,12-02-1988,J06543685,BRITISH,BTA,,29,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,36,81,Piloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,22,56,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17,86,Copiloto
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,,100,Paramedico
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17,123,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,17,111,Piloto
7,Curtis Gutierrez,14-03-1974,Q46419538,AEROVIAS DAP (centro/norte),ADC,7,141,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,45,41,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36,8,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48,3,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,41,34,Piloto
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,,127,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17,35,Copiloto
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,,52,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,,48,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,36,127,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,110,Piloto
30,Daniel Callahan,13-09-1987,X88103341,LATAM DOMESTICO,LUD,,21,Paramedico
37,Joe Cabrera,13-08-1994,O98651462,OCEANAIR,COG,25,4,Piloto
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,,37,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,,90,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,,5,Paramedico
0,Jessica Harvey,08-04-1996,L89163667,LATAM CARGO,UCA,37,46,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LACSA,LRC,12,88,Piloto
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,,64,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,,66,Tripulante de Cabina
0,Jessica Harvey,08-04-1996,L89163667,IBERIA,IBE,37,72,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,127,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51,115,Piloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,22,53,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,,49,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,41,47,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15,100,Copiloto
20,James Singleton,12-08-1977,U46471214,LATAM ARGENTINA,LAM,,60,Paramedico
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48,98,Piloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,15,6,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,99,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45,132,Copiloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,125,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,15,12,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47,95,Piloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15,76,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17,15,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,31,Piloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,22,28,Piloto
0,Jessica Harvey,08-04-1996,L89163667,ALITALIA,AZI,37,146,Piloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,2,106,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,51,28,Piloto
38,Gabriel Palmer,18-08-1981,O88716397,LATAM DOMESTICO,LUD,31,121,Piloto
41,Jeffrey Roberts,02-12-1971,G16561693,IBERIA,IBE,19,25,Piloto
4,Diane Swanson,14-02-1974,F08731569,KALITTA AIR,KAI,,9,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,LATAM INTER,LAT,25,79,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15,107,Copiloto
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,,119,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,,23,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,LATAM ECUADOR,XLE,,84,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,,105,Paramedico
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,15,120,Piloto
37,Joe Cabrera,13-08-1994,O98651462,KOREAN AIR,KEA,25,18,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17,66,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36,33,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,46,70,Piloto
32,Darrell Henderson,14-03-1975,I87476188,QANTAS,QAF,,147,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,EASTERN AIRLINES,EAL,,103,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,,130,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,,137,Tripulante de Cabina
23,Latasha Nelson,09-05-1986,V51246373,NO_COMPANY,NCY,49,48,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48,29,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,9,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47,55,Piloto
15,Matthew Walsh,20-09-1993,S26547035,EASTERN AIRLINES,EAL,46,77,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,64,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,NO_COMPANY,NCY,37,78,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,LATAM INTER,LAT,25,129,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17,52,Copiloto
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,,139,Tripulante de Cabina
